title,year,abstract,journal,authors
Cyber-physical systems improving building energy management: Digital twin and artificial intelligence,2021,"In the pilot project described in the present study, the building complex is supplied by the  largest European residential geothermal plant with GSHP (COP of 3.8 in winter configuration",Energies,"['S Agostinelli', 'F Cumo', 'G Guidi', 'C Tomazzoli']"
"Machine Learning to Discover, Characterize, and Produce Geothermal Energy",2022,"From the figure, it is evident that the geothermal potential is primarily concentrated in the   geothermal technology [Hamm 2021]. However, if we overcome these barriers, geothermal",Machine Learning …,"['V Vesselinov', 'M Mudunuru', 'B Ahmmed']"
Development of PID based control strategy in maximum exergy efficiency of a geothermal power plant,2021,"that simulates a real geothermal power plant is developed,  thermodynamic model of Sinem  geothermal power plant in Turkey  controlled systems for geothermal and other power plants.",Renewable and Sustainable Energy …,"['G Çetin', 'O Özkaraca', 'A Keçebaş']"
3D geologic model and energy potential estimation of UAE geothermal systems Mubazzarah‑Ain Faidha and Ain‑Khatt,2021,the geothermal systems identified by these hot springs. The low-enthalpy geothermal systems   magnetic inversion results at the studied geothermal fields using a neural network trained,… World Geothermal …,"['H Saibi', 'M Amrouche', 'J Batir']"
Artificial Intelligence (AI) in renewable energy systems: A condensed review of its applications and techniques,2021,"This paper’s main objective is to examine the state of the art of artificial intelligence (AI)  techniques and tools in power management, maintenance, and control of renewable energy",2021 IEEE International Conference …,"['JT Dellosa', 'EC Palconit']"
Simulation-based patterns optimization of enhanced geothermal systems,2022,"EGS is a significant opportunity to reconsider geothermal energy as a part  geothermal  wells, between 2.7 Km to 5.5 Km; this depth is required to stimulate the rock, creating an artificial",ARMA US Rock Mechanics/Geomechanics …,"['JW Porlles', 'H Jabbari']"
Development of an advanced multi-objectives approach to optimise the long-term performance of enhanced geothermal system (EGS) reservoirs,2019,The key contribution of the research is associated with the development of numerical  analysis for both doublet and multi-wells reservoirs integrated with an artificial intelligence,NA,['M Samin']
Prediction of slope failure in open-pit mines using a novel hybrid artificial intelligence model based on decision tree and evolution algorithm,2020,"In this study, the objective was to develop a new and highly-accurate artificial intelligence  model for slope failure prediction in open-pit mines. For this purpose, the M5Rules algorithm",Scientific reports,"['XN Bui', 'H Nguyen', 'Y Choi', 'T Nguyen-Thoi', 'J Zhou']"
Power Density Geothermal Resource Estimation Revisited,NA,"For geothermal explorers, the procedural simplicity of power  costs that greatly influence  geothermal project economics. This  to aid in geothermal strategy and portfolio-building efforts.",NA,['RC Holmes']
A Fully Integrated and Updated Geothermal Gradient Atlas of the World,2022,"), seeks to create a geothermal gradient atlas of the world,  for geothermal energy, and  siting and developing geothermal  for geothermal resources and creating geothermal heat flow",Offshore Technology Conference,"['SS Nash', 'PL Friend', 'M Brommer']"
The effect of turbulator holes diameter on heat transfer optimization of a geothermal heat exchanger by using nanofluid,2024,"In the geothermal heat exchanger, five conical turbulators  nanofluid temperature in the  geothermal heat exchanger are studied.  Also, artificial intelligence is used to conduct a sensitivity",Geothermics,"['S Alqaed', 'J Mustafa', 'SM Sajadi', 'FA Almehmadi']"
"Artificial intelligence in sustainable energy industry: Status Quo, challenges and opportunities",2021,"eg, wind, solar, geothermal, hydrogen) create challenges in meeting the variable loads of  the power grid. New advancements in AI technology (eg, machine learning, deep learning, IoT,",Journal of Cleaner …,"['T Ahmad', 'D Zhang', 'C Huang', 'H Zhang', 'N Dai']"
The Design of Intelligent Information Management Systems in the Geothermal Plants,NA,"that information technology and artificial intelligence technology are applied in specific fields.  By using information processing techniques and computational intelligence, IIS can solve",NA,"['Z Jialing', 'L Zhengguang', 'Y Jianhua']"
Application of Machine Learning and Magnetotellurics to Aid in Subsurface Characterization of Petroleum and Geothermal Reservoirs,2022,Data analytics and machine learning provide useful tools to more efficiently and costY   geothermal resources vital for our energy future. Supervised and unsupervised machine learning,NA,['EG Rau']
The Evolving Landscape of Oil and Gas Chemicals: Convergence of Artificial Intelligence and Chemical-Enhanced Oil Recovery in the Energy Transition Toward …,2024,"of study that can gain significantly from artificial intelligence (AI), addressing uncertainties   and storage, hydrogen storage, and geothermal reservoirs. The outcome of this paper stands",… of Data Science and Intelligent …,"['A Bigdeli', 'M Delshad']"
Geothermal Energy in Algeria and the Contribution of Geophysics,2023,technological development such as artificial intelligence from seismic and well-logs data [3].   high geothermal potential areas in red [4]. Figure 1. Continental plates and high geothermal,Physical Sciences Forum,"['L Aliouane', 'SA Ouadfeul']"
Variable Water Flow Control of Hybrid Geothermal Heat Pump System,2023,Ground heat accumulation caused by imbalanced heating and cooling loads in a building  can cause the heat-source temperature to increase as the operating age of a geothermal heat,Energies,"['JH Shin', 'HJ Kim', 'HG Lee', 'YH Cho']"
Geothermal Energy: Untapped Potential for Sustainable Development,2023,potential of geothermal resources. Machine learning and artificial intelligence are increasingly   can lead to more efficient exploration and a better understanding of geothermal systems.,This paper has been published in …,"['RKR Karduri', 'C Ananth']"
"GIS-supported certainty factor (CF) models for assessment of geothermal potential: A case study of Tengchong County, southwest China",2017,"and artificial intelligence approach. These knowledge-driven or statistical models have  been widely used in many fields such as the predication of ore deposits [2], groundwater",Energy,"['J Li', 'Y Zhang']"
Optimization of biomass growth for a novel quadruple renewable geothermal/hydro/biomass/solar hybrid system,2021,"The applicability of energies such as solar and geothermal  supply was a hybrid quadruple  geothermal/hydro/biomass/ (Figure A1), a geothermal system was utilized in the system to",Fuel,"['A Zahedi', 'S Labbafi']"
Resilient moduli of demolition wastes in geothermal pavements: Experimental testing and ANFIS modelling,2021,"Artificial intelligence methods have been utilized as efficient tools for tackling complicated   However, the application of artificial intelligence methods for predicting the M R of C&D",Transportation …,"['B Ghorbani', 'A Arulrajah', 'G Narsilio']"
Operation optimization of multi-boiler district heating systems using artificial intelligence-based model predictive control: Field demonstrations,2023,"/thermal systems, biomass boilers and cogeneration units, deep geothermal, etc.) and  thermal energy storage devices (water tanks, geothermal field, etc.) may be energy and cost",Energy,"['E Saloux', 'J Runge', 'K Zhang']"
Investigation of Geothermal Potential Zones with Machine Learning in Mainland Portugal,2022,parameters in geothermal exploration throughout Mainland Portugal: Geothermal gradient   zones with higher geothermal gradient and surface heat flow density and can be used to aid,NA,['ML do Nascimento']
Resolution estimates for selected coordinate descent: Identification of seismic structure in the area of geothermal plants,2021,"The algorithm and its resolution tool are applied to seismic observations collected in the  area of the Krafla and Theistareykir geothermal power plants, northern Iceland. The result",… Systems. Artificial Intelligence for …,"['TA Smaglichenko', 'A Smaglichenko']"
MAGMA: Machine learning Automatic picker for Geothermal Microseismicity Analysis for practical procedure to reveal fine reservoir structures,2022,"four representative enhanced geothermal and hydrothermal  seismic waves in the Okuaizu  geothermal field, Japan. These  MAGMA: Machine learning Automatic picker for Geothermal",Authorea …,"['K Okamoto', 'Y Mukuhira', 'H Asanuma']"
"Leveraging Machine Learning in Discrete Fracture Network Modeling to Optimize Geothermal Well Placement in Utah Forge, USA",NA,"geothermal project, conducted as a part of the 2023 Society of Petroleum Engineers (SPE)  Geothermal  the efficacy and efficiency of the geothermal system. The net present value (NPV)",NA,"['Y Ning', 'JR Bailey', 'J Bourdier', 'P Prasad', 'I Momoh']"
